"symbol","date","open","high","low","close","volume","adjusted"
"LLL",2014-10-01,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-02,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-03,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-06,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-07,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-08,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-09,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-10,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-13,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-14,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-15,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-16,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-17,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-20,115.650002,115.650002,115.650002,115.650002,0,115.650002
"LLL",2014-10-21,106.050003,106.050003,106.050003,106.050003,7,106.050003
"LLL",2014-10-22,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-10-23,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-10-24,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-10-27,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-10-28,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-10-29,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-10-30,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-10-31,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-11-03,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-11-04,106.050003,106.050003,106.050003,106.050003,0,106.050003
"LLL",2014-11-05,112.5,112.5,88.800003,88.800003,20,88.800003
"LLL",2014-11-06,88.800003,88.800003,88.800003,88.800003,0,88.800003
"LLL",2014-11-07,88.800003,88.800003,88.800003,88.800003,0,88.800003
"LLL",2014-11-10,102,102,102,102,7,102
"LLL",2014-11-11,102,102,102,102,0,102
"LLL",2014-11-12,112.5,112.5,112.5,112.5,7,112.5
"LLL",2014-11-13,112.5,112.5,112.5,112.5,0,112.5
"LLL",2014-11-14,112.5,112.5,112.5,112.5,0,112.5
"LLL",2014-11-17,112.5,112.5,112.5,112.5,0,112.5
"LLL",2014-11-18,112.5,112.5,112.5,112.5,0,112.5
"LLL",2014-11-19,112.5,112.5,112.5,112.5,0,112.5
"LLL",2014-11-20,91.5,91.5,91.5,91.5,7,91.5
"LLL",2014-11-21,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-11-24,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-11-25,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-11-26,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-11-28,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-01,91.5,91.5,91.5,91.5,7,91.5
"LLL",2014-12-02,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-03,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-04,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-05,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-08,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-09,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-10,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-11,91.5,91.5,91.5,91.5,13,91.5
"LLL",2014-12-12,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-15,91.5,91.5,91.5,91.5,0,91.5
"LLL",2014-12-16,89.25,89.25,89.25,89.25,7,89.25
"LLL",2014-12-17,75,86.25,63.75,63.75,40,63.75
"LLL",2014-12-18,63.75,63.75,63.75,63.75,0,63.75
"LLL",2014-12-19,63.75,63.75,63.75,63.75,0,63.75
"LLL",2014-12-22,63.75,63.75,63.75,63.75,0,63.75
"LLL",2014-12-23,63.75,63.75,63.75,63.75,0,63.75
"LLL",2014-12-24,0.15,0.15,0.15,0.15,0,0.15
"LLL",2014-12-26,63.75,63.75,63.75,63.75,0,63.75
"LLL",2014-12-29,63.75,63.75,63.75,63.75,0,63.75
"LLL",2014-12-30,63.75,63.75,63.75,63.75,7,63.75
"LLL",2014-12-31,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-02,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-05,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-06,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-07,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-08,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-09,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-12,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-13,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-14,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-15,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-16,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-20,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-21,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-22,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-23,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-26,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-27,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-28,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-29,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-01-30,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-02,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-03,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-04,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-05,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-06,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-09,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-10,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-11,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-12,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-13,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-17,63.75,63.75,63.75,63.75,0,63.75
"LLL",2015-02-18,54.75,54.75,54.75,54.75,13,54.75
"LLL",2015-02-19,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-02-20,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-02-23,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-02-24,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-02-25,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-02-26,54.75,54.75,54.75,54.75,7,54.75
"LLL",2015-02-27,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-03-02,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-03-03,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-03-04,54.75,54.75,54.75,54.75,0,54.75
"LLL",2015-03-05,42.450001,83.099998,42.450001,73.949997,200,73.949997
"LLL",2015-03-06,73.949997,73.949997,73.949997,73.949997,0,73.949997
"LLL",2015-03-09,73.949997,73.949997,73.949997,73.949997,0,73.949997
"LLL",2015-03-10,73.949997,73.949997,73.949997,73.949997,0,73.949997
"LLL",2015-03-11,73.949997,73.949997,73.949997,73.949997,0,73.949997
"LLL",2015-03-12,63.450001,63.450001,57.150002,57.150002,67,57.150002
"LLL",2015-03-13,73.5,73.5,66.300003,66.300003,40,66.300003
"LLL",2015-03-16,60.450001,60.450001,48.299999,48.299999,27,48.299999
"LLL",2015-03-17,48.299999,48.299999,48.299999,48.299999,0,48.299999
"LLL",2015-03-18,48.299999,48.299999,48.299999,48.299999,0,48.299999
"LLL",2015-03-19,53.400002,53.400002,51,52.799999,67,52.799999
"LLL",2015-03-20,52.799999,52.799999,52.799999,52.799999,0,52.799999
"LLL",2015-03-23,52.799999,52.799999,52.799999,52.799999,0,52.799999
"LLL",2015-03-24,63,63,63,63,7,63
"LLL",2015-03-25,63,63,63,63,0,63
"LLL",2015-03-26,63,63,63,63,0,63
"LLL",2015-03-27,63,63,63,63,0,63
"LLL",2015-03-30,63,63,63,63,0,63
"LLL",2015-03-31,63,63,63,63,0,63
"LLL",2015-04-01,63,63,63,63,0,63
"LLL",2015-04-02,47.25,85.199997,47.25,62.849998,80,62.849998
"LLL",2015-04-06,62.849998,62.849998,62.849998,62.849998,0,62.849998
"LLL",2015-04-07,67.5,67.5,67.5,67.5,13,67.5
"LLL",2015-04-08,67.5,67.5,67.5,67.5,0,67.5
"LLL",2015-04-09,67.5,67.5,67.5,67.5,0,67.5
"LLL",2015-04-10,73.949997,132.449997,73.949997,90,393,90
"LLL",2015-04-13,91.5,124.5,91.5,124.5,213,124.5
"LLL",2015-04-14,168,168,110.699997,121.050003,547,121.050003
"LLL",2015-04-15,122.099998,127.5,114.300003,121.5,247,121.5
"LLL",2015-04-16,120,120,108,108,67,108
"LLL",2015-04-17,108,108,108,108,0,108
"LLL",2015-04-20,92.400002,92.400002,90,90,40,90
"LLL",2015-04-21,90,90,90,90,0,90
"LLL",2015-04-22,97.5,97.5,95.550003,96.300003,113,96.300003
"LLL",2015-04-23,96.300003,96.300003,96.300003,96.300003,0,96.300003
"LLL",2015-04-24,96.300003,96.300003,96.300003,96.300003,0,96.300003
"LLL",2015-04-27,206.399994,206.399994,108,118.650002,100,118.650002
"LLL",2015-04-28,118.650002,118.650002,118.650002,118.650002,0,118.650002
"LLL",2015-04-29,105.599998,106.800003,105.599998,106.650002,60,106.650002
"LLL",2015-04-30,102,102.449997,91.949997,92.550003,173,92.550003
"LLL",2015-05-01,92.550003,92.550003,92.550003,92.550003,0,92.550003
"LLL",2015-05-04,92.550003,92.550003,92.550003,92.550003,0,92.550003
"LLL",2015-05-05,92.550003,92.550003,92.550003,92.550003,0,92.550003
"LLL",2015-05-06,92.550003,92.550003,92.550003,92.550003,0,92.550003
"LLL",2015-05-07,90,90,90,90,33,90
"LLL",2015-05-08,91.199997,91.199997,82.650002,82.650002,53,82.650002
"LLL",2015-05-11,69,74.25,69,74.25,20,74.25
"LLL",2015-05-12,74.25,74.25,74.25,74.25,0,74.25
"LLL",2015-05-13,74.25,74.25,74.25,74.25,0,74.25
"LLL",2015-05-14,74.25,74.25,74.25,74.25,0,74.25
"LLL",2015-05-15,74.25,74.25,74.25,74.25,0,74.25
"LLL",2015-05-18,74.25,74.25,74.25,74.25,0,74.25
"LLL",2015-05-19,74.25,74.25,74.25,74.25,0,74.25
"LLL",2015-05-20,74.25,74.25,74.25,74.25,0,74.25
"LLL",2015-05-21,66,66.150002,59.400002,59.400002,20,59.400002
"LLL",2015-05-22,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-05-26,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-05-27,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-05-28,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-05-29,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-01,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-02,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-03,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-04,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-05,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-08,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-09,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-10,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-11,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-12,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-15,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-16,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-17,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-18,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-19,59.400002,59.400002,59.400002,59.400002,0,59.400002
"LLL",2015-06-22,52.799999,52.799999,49.200001,52.5,73,52.5
"LLL",2015-06-23,53.25,53.25,53.25,53.25,13,53.25
"LLL",2015-06-24,54.450001,57,54.450001,55.5,47,55.5
"LLL",2015-06-25,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-06-26,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-06-29,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-06-30,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-07-01,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-07-02,50.549999,50.549999,48.75,48.75,33,48.75
"LLL",2015-07-06,48.75,48.75,48.75,48.75,0,48.75
"LLL",2015-07-07,53.549999,58.950001,47.700001,47.700001,213,47.700001
"LLL",2015-07-08,52.5,52.5,52.5,52.5,13,52.5
"LLL",2015-07-09,52.5,52.5,52.5,52.5,0,52.5
"LLL",2015-07-10,52.5,52.5,52.5,52.5,0,52.5
"LLL",2015-07-13,52.5,52.5,52.5,52.5,0,52.5
"LLL",2015-07-14,47.849998,47.849998,47.849998,47.849998,7,47.849998
"LLL",2015-07-15,46.799999,46.799999,46.799999,46.799999,7,46.799999
"LLL",2015-07-16,46.799999,46.799999,46.799999,46.799999,0,46.799999
"LLL",2015-07-17,46.200001,46.200001,46.200001,46.200001,20,46.200001
"LLL",2015-07-20,48,48,48,48,20,48
"LLL",2015-07-21,61.5,66.300003,45.299999,56.099998,147,56.099998
"LLL",2015-07-22,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-07-23,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-07-24,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-07-27,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-07-28,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-07-29,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-07-30,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-07-31,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-08-03,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-08-04,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-08-05,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-08-06,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-08-07,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-08-10,56.099998,56.099998,56.099998,56.099998,0,56.099998
"LLL",2015-08-11,46.650002,51,46.650002,51,420,51
"LLL",2015-08-12,55.5,60,46.950001,49.5,500,49.5
"LLL",2015-08-13,49.5,70.050003,49.5,52.5,2020,52.5
"LLL",2015-08-14,51.75,61.950001,51.75,56.400002,633,56.400002
"LLL",2015-08-17,60,69.900002,57.150002,57.150002,1040,57.150002
"LLL",2015-08-18,55.049999,58.5,50.25,58.200001,740,58.200001
"LLL",2015-08-19,56.700001,56.700001,56.700001,56.700001,93,56.700001
"LLL",2015-08-20,56.400002,61.650002,56.25,58.049999,293,58.049999
"LLL",2015-08-21,58.349998,61.650002,58.349998,61.650002,193,61.650002
"LLL",2015-08-24,59.25,59.400002,57.150002,57.150002,73,57.150002
"LLL",2015-08-25,57.150002,57.150002,57.150002,57.150002,0,57.150002
"LLL",2015-08-26,57,62.25,57,62.25,73,62.25
"LLL",2015-08-27,62.25,62.25,62.25,62.25,0,62.25
"LLL",2015-08-28,66.900002,67.050003,66.900002,67.050003,20,67.050003
"LLL",2015-08-31,67.050003,67.050003,67.050003,67.050003,0,67.050003
"LLL",2015-09-01,67.050003,67.050003,67.050003,67.050003,0,67.050003
"LLL",2015-09-02,67.050003,67.050003,67.050003,67.050003,0,67.050003
"LLL",2015-09-03,63,63,60,60,173,60
"LLL",2015-09-04,60,60,60,60,0,60
"LLL",2015-09-08,61.5,61.5,61.5,61.5,40,61.5
"LLL",2015-09-09,65.849998,70.800003,65.25,65.25,340,65.25
"LLL",2015-09-10,57.900002,60.599998,56.849998,60.599998,320,60.599998
"LLL",2015-09-11,64.5,64.5,60,60,120,60
"LLL",2015-09-14,60,60,60,60,0,60
"LLL",2015-09-15,58.349998,70.199997,58.349998,61.950001,1053,61.950001
"LLL",2015-09-16,61.5,63,61.5,63,307,63
"LLL",2015-09-17,65.25,91.800003,60.299999,65.099998,1587,65.099998
"LLL",2015-09-18,66,93,65.849998,75,3380,75
"LLL",2015-09-21,75,75,75,75,0,75
"LLL",2015-09-22,75,75,75,75,0,75
"LLL",2015-09-23,70.349998,80.849998,70.349998,76.199997,560,76.199997
"LLL",2015-09-24,78,96,78,82.800003,4827,82.800003
"LLL",2015-09-25,85.5,86.25,84.75,84.75,27,84.75
"LLL",2015-09-28,88.349998,97.5,86.25,93,940,93
"LLL",2015-09-29,91.5,93,82.5,90,553,90
"LLL",2015-09-30,90,90,90,90,0,90
"LLL",2015-10-01,82.5,89.400002,82.5,83.25,607,83.25
"LLL",2015-10-02,76.949997,76.949997,75.900002,75.900002,67,75.900002
"LLL",2015-10-05,75.900002,75.900002,75.900002,75.900002,0,75.900002
"LLL",2015-10-06,75.900002,75.900002,75.300003,75.900002,47,75.900002
"LLL",2015-10-07,74.25,75,72.75,74.849998,93,74.849998
"LLL",2015-10-08,72,79.5,72,77.550003,1493,77.550003
"LLL",2015-10-09,72,75,72,72,147,72
"LLL",2015-10-12,70.5,70.5,70.5,70.5,7,70.5
"LLL",2015-10-13,67.949997,67.949997,67.5,67.5,13,67.5
"LLL",2015-10-14,67.5,67.5,67.5,67.5,0,67.5
"LLL",2015-10-15,67.5,67.5,67.5,67.5,0,67.5
"LLL",2015-10-16,60,66.449997,52.650002,52.799999,387,52.799999
"LLL",2015-10-19,56.549999,60,56.549999,60,73,60
"LLL",2015-10-20,60,60,60,60,0,60
"LLL",2015-10-21,60,60,60,60,0,60
"LLL",2015-10-22,64.949997,64.949997,60.599998,60.599998,53,60.599998
"LLL",2015-10-23,60.599998,60.599998,60.599998,60.599998,0,60.599998
"LLL",2015-10-26,52.799999,52.799999,52.799999,52.799999,7,52.799999
"LLL",2015-10-27,52.799999,52.799999,52.799999,52.799999,0,52.799999
"LLL",2015-10-28,64.5,67.349998,62.400002,62.400002,27,62.400002
"LLL",2015-10-29,62.099998,64.5,61.200001,64.5,213,64.5
"LLL",2015-10-30,62.25,62.25,61.5,61.5,33,61.5
"LLL",2015-11-02,61.950001,61.950001,61.950001,61.950001,13,61.950001
"LLL",2015-11-03,61.950001,61.950001,61.950001,61.950001,0,61.950001
"LLL",2015-11-04,65.25,71.25,62.25,69.599998,140,69.599998
"LLL",2015-11-05,69.599998,69.599998,69.599998,69.599998,0,69.599998
"LLL",2015-11-06,69.75,69.75,69.75,69.75,27,69.75
"LLL",2015-11-09,69,69,59.25,60,1473,60
"LLL",2015-11-10,61.049999,62.549999,61.049999,62.549999,13,62.549999
"LLL",2015-11-11,60.299999,60.299999,60,60,33,60
"LLL",2015-11-12,60,60.75,60,60.75,33,60.75
"LLL",2015-11-13,58.650002,58.650002,58.650002,58.650002,7,58.650002
"LLL",2015-11-16,58.650002,58.650002,58.650002,58.650002,0,58.650002
"LLL",2015-11-17,56.25,56.25,55.5,55.5,27,55.5
"LLL",2015-11-18,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-11-19,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-11-20,55.5,55.5,55.5,55.5,20,55.5
"LLL",2015-11-23,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-11-24,55.5,55.5,55.5,55.5,0,55.5
"LLL",2015-11-25,52.5,52.5,52.5,52.5,13,52.5
"LLL",2015-11-27,52.5,52.5,52.5,52.5,0,52.5
"LLL",2015-11-30,54.599998,54.599998,54.599998,54.599998,7,54.599998
"LLL",2015-12-01,51,52.200001,50.849998,51,100,51
"LLL",2015-12-02,50.25,54,50.25,51,587,51
"LLL",2015-12-03,51,51,51,51,0,51
"LLL",2015-12-04,51,51,51,51,0,51
"LLL",2015-12-07,51,51,51,51,0,51
"LLL",2015-12-08,51,51,51,51,0,51
"LLL",2015-12-09,51.75,51.75,49.049999,50.25,100,50.25
"LLL",2015-12-10,50.25,50.25,50.25,50.25,0,50.25
"LLL",2015-12-11,46.799999,49.5,45,49.5,140,49.5
"LLL",2015-12-14,45.450001,46.799999,42.75,44.700001,387,44.700001
"LLL",2015-12-15,44.700001,44.700001,39.450001,40.5,260,40.5
"LLL",2015-12-16,40.200001,40.349998,37.950001,37.950001,273,37.950001
"LLL",2015-12-17,37.950001,37.950001,37.950001,37.950001,0,37.950001
"LLL",2015-12-18,37.950001,37.950001,37.950001,37.950001,0,37.950001
"LLL",2015-12-21,37.950001,37.950001,37.950001,37.950001,0,37.950001
"LLL",2015-12-22,37.950001,37.950001,37.950001,37.950001,0,37.950001
"LLL",2015-12-23,37.950001,37.950001,37.950001,37.950001,0,37.950001
"LLL",2015-12-24,37.950001,37.950001,37.950001,37.950001,0,37.950001
"LLL",2015-12-28,37.950001,37.950001,37.950001,37.950001,0,37.950001
"LLL",2015-12-29,33.450001,40.200001,33.450001,40.200001,33,40.200001
"LLL",2015-12-30,31.799999,42,31.799999,42,20,42
"LLL",2015-12-31,42,42,42,42,0,42
"LLL",2016-01-04,34.049999,35.099998,31.5,31.5,1707,31.5
"LLL",2016-01-05,33.599998,34.5,30.75,30.75,553,30.75
"LLL",2016-01-06,32.400002,32.400002,32.400002,32.400002,33,32.400002
"LLL",2016-01-07,30.9,30.9,30.299999,30.299999,47,30.299999
"LLL",2016-01-08,30.299999,30.299999,30,30.15,33,30.15
"LLL",2016-01-11,30.15,30.15,30.15,30.15,0,30.15
"LLL",2016-01-12,30.299999,30.299999,23.549999,23.549999,227,23.549999
"LLL",2016-01-13,24,24,22.5,22.5,33,22.5
"LLL",2016-01-14,23.25,23.25,23.25,23.25,80,23.25
"LLL",2016-01-15,18.75,19.799999,18.75,19.799999,140,19.799999
"LLL",2016-01-19,18.9,19.5,15.45,15.45,1000,15.45
"LLL",2016-01-20,15.45,15.45,15,15,73,15
"LLL",2016-01-21,14.55,14.55,6.45,7.8,9633,7.8
"LLL",2016-01-22,7.8,8.85,7.05,7.05,1893,7.05
"LLL",2016-01-25,7.2,7.2,5.55,6.3,2047,6.3
"LLL",2016-01-26,6.3,6.3,5.25,6,827,6
"LLL",2016-01-27,6,6.45,4.05,5.25,5447,5.25
"LLL",2016-01-28,4.8,4.8,4.2,4.5,393,4.5
"LLL",2016-01-29,5.7,5.7,4.5,5.25,327,5.25
"LLL",2016-02-01,5.85,5.85,4.95,5.4,1787,5.4
"LLL",2016-02-02,5.85,7.5,5.85,6.9,487,6.9
"LLL",2016-02-03,7.5,12.45,7.35,12.45,440,12.45
"LLL",2016-02-04,9.75,9.9,9.75,9.75,33,9.75
"LLL",2016-02-05,9.75,9.75,9.75,9.75,0,9.75
"LLL",2016-02-08,8.4,9.75,8.4,9.75,47,9.75
"LLL",2016-02-09,9,9,9,9,13,9
"LLL",2016-02-10,9,9,8.1,8.7,293,8.7
"LLL",2016-02-11,8.7,8.7,8.7,8.7,20,8.7
"LLL",2016-02-12,8.25,9,8.25,9,173,9
"LLL",2016-02-16,9,9,6.45,6.45,127,6.45
"LLL",2016-02-17,6.45,6.45,6.45,6.45,0,6.45
"LLL",2016-02-18,6.45,6.45,6.45,6.45,0,6.45
"LLL",2016-02-19,6.45,6.45,6.45,6.45,0,6.45
"LLL",2016-02-22,8.1,8.1,6.9,6.9,67,6.9
"LLL",2016-02-23,6.9,6.9,6.9,6.9,0,6.9
"LLL",2016-02-24,6.9,6.9,6.9,6.9,0,6.9
"LLL",2016-02-25,6.9,6.9,6.9,6.9,0,6.9
"LLL",2016-02-26,7.5,7.5,7.05,7.05,47,7.05
"LLL",2016-02-29,7.65,7.65,7.65,7.65,27,7.65
"LLL",2016-03-01,7.65,7.65,7.65,7.65,13,7.65
"LLL",2016-03-02,7.65,7.65,7.65,7.65,0,7.65
"LLL",2016-03-03,6.6,6.6,6.6,6.6,7,6.6
"LLL",2016-03-04,6.75,7.65,6.6,6.6,107,6.6
"LLL",2016-03-07,7.5,7.5,7.35,7.35,433,7.35
"LLL",2016-03-08,7.35,7.35,7.35,7.35,13,7.35
"LLL",2016-03-09,7.5,7.5,7.05,7.05,727,7.05
"LLL",2016-03-10,6,6,5.1,5.1,20,5.1
"LLL",2016-03-11,6.6,6.75,5.1,5.1,80,5.1
"LLL",2016-03-14,6.6,6.75,6,6.75,800,6.75
"LLL",2016-03-15,6.6,6.6,5.4,6.45,240,6.45
"LLL",2016-03-16,6.15,6.15,6,6,953,6
"LLL",2016-03-17,6,6,6,6,0,6
"LLL",2016-03-18,6,6.3,5.85,6,573,6
"LLL",2016-03-21,6,6,6,6,7,6
"LLL",2016-03-22,6,6,6,6,0,6
"LLL",2016-03-23,6,6,5.85,6,433,6
"LLL",2016-03-24,5.85,5.85,5.85,5.85,13,5.85
"LLL",2016-03-28,5.85,6.3,5.85,6.3,440,6.3
"LLL",2016-03-29,5.85,5.85,5.85,5.85,67,5.85
"LLL",2016-03-30,6.15,6.15,6.15,6.15,7,6.15
"LLL",2016-03-31,6.15,6.15,6.15,6.15,0,6.15
"LLL",2016-04-01,6,6.15,6,6.15,20,6.15
"LLL",2016-04-04,6.15,6.15,6.15,6.15,0,6.15
"LLL",2016-04-05,5.55,5.55,5.4,5.4,200,5.4
"LLL",2016-04-06,5.4,5.4,5.4,5.4,0,5.4
"LLL",2016-04-07,5.4,5.4,5.4,5.4,0,5.4
"LLL",2016-04-08,6.15,6.15,5.25,5.25,20,5.25
"LLL",2016-04-11,5.55,5.55,5.4,5.4,20,5.4
"LLL",2016-04-12,5.4,5.4,5.4,5.4,0,5.4
"LLL",2016-04-13,6,6,6,6,53,6
"LLL",2016-04-14,6,6,6,6,47,6
"LLL",2016-04-15,5.4,6.15,5.4,6.15,47,6.15
"LLL",2016-04-18,6,6.3,6,6.3,193,6.3
"LLL",2016-04-19,5.25,5.4,5.25,5.25,1213,5.25
"LLL",2016-04-20,8.55,8.55,8.25,8.25,87,8.25
"LLL",2016-04-21,7.5,7.5,7.5,7.5,13,7.5
"LLL",2016-04-22,5.4,7.35,5.25,6.15,6020,6.15
"LLL",2016-04-25,6.15,6.15,5.4,5.4,400,5.4
"LLL",2016-04-26,4.95,4.95,4.35,4.65,400,4.65
"LLL",2016-04-27,4.65,4.65,4.65,4.65,0,4.65
"LLL",2016-04-28,4.65,4.65,4.65,4.65,0,4.65
"LLL",2016-04-29,5.1,6.75,4.95,6,3067,6
"LLL",2016-05-02,6,6,5.25,5.25,213,5.25
"LLL",2016-05-03,4.8,4.8,3.3,3.9,2427,3.9
"LLL",2016-05-04,5.25,5.25,4.5,4.65,133,4.65
"LLL",2016-05-05,5.1,5.1,4.65,4.65,13,4.65
"LLL",2016-05-06,4.5,4.65,4.5,4.5,1327,4.5
"LLL",2016-05-09,4.5,4.5,4.5,4.5,0,4.5
