"symbol","date","open","high","low","close","volume","adjusted"
"ABMD",2021-03-03,323.140015,325.26001,306.700012,307.600006,297100,307.600006
"ABMD",2021-03-04,306.290009,311.649994,289.519989,295.630005,331700,295.630005
"ABMD",2021-03-05,296.5,302.570007,281,301.220001,411900,301.220001
"ABMD",2021-03-08,296.450012,305.420013,285.329987,285.920013,320300,285.920013
"ABMD",2021-03-09,291.480011,307,290.829987,296.799988,326000,296.799988
"ABMD",2021-03-10,297.559998,305.51001,295.570007,296.279999,256400,296.279999
"ABMD",2021-03-11,300.910004,306.140015,298.040009,304.369995,243200,304.369995
"ABMD",2021-03-12,300.339996,304.76001,297.25,303.549988,237900,303.549988
"ABMD",2021-03-15,300.850006,308.559998,299.600006,307.179993,206500,307.179993
"ABMD",2021-03-16,309.029999,315.339996,305.959991,308.690002,494200,308.690002
"ABMD",2021-03-17,305.76001,308.910004,300.480011,304.660004,354200,304.660004
"ABMD",2021-03-18,301.529999,302.320007,296.119995,298.859985,351300,298.859985
"ABMD",2021-03-19,299.910004,303.359985,295.299988,299.809998,529600,299.809998
"ABMD",2021-03-22,302.869995,307.309998,302.23999,306.160004,315700,306.160004
"ABMD",2021-03-23,305.170013,308.890015,297.100006,298.619995,290100,298.619995
"ABMD",2021-03-24,298.73999,301.48999,291.850006,294.209991,289400,294.209991
"ABMD",2021-03-25,294.429993,296.309998,284.589996,294.140015,205000,294.140015
"ABMD",2021-03-26,295.730011,302.049988,290.470001,301.399994,236400,301.399994
"ABMD",2021-03-29,301.940002,307.959991,301.399994,305.769989,240300,305.769989
"ABMD",2021-03-30,301.73999,310.320007,298.959991,309.880005,217200,309.880005
"ABMD",2021-03-31,311.76001,321.829987,307.799988,318.730011,328100,318.730011
"ABMD",2021-04-01,321.100006,322.589996,314.609985,315.339996,207700,315.339996
"ABMD",2021-04-05,315.630005,322.290009,311.480011,321.5,233800,321.5
"ABMD",2021-04-06,321.420013,329.019989,317.450012,323.619995,245700,323.619995
"ABMD",2021-04-07,325.230011,325.339996,317.209991,320.619995,148000,320.619995
"ABMD",2021-04-08,324.339996,331.220001,320.670013,329.75,238300,329.75
"ABMD",2021-04-09,328.540009,334,326.070007,333.809998,178400,333.809998
"ABMD",2021-04-12,335.089996,335.089996,327.339996,333.109985,169100,333.109985
"ABMD",2021-04-13,334.130005,336.769989,328.429993,329.970001,197200,329.970001
"ABMD",2021-04-14,329.279999,333.390015,328.209991,330.600006,171100,330.600006
"ABMD",2021-04-15,333.480011,339.459991,332.820007,337.589996,253300,337.589996
"ABMD",2021-04-16,334.549988,339.079987,329.820007,330.529999,290100,330.529999
"ABMD",2021-04-19,328.01001,333.049988,327.179993,329.420013,180300,329.420013
"ABMD",2021-04-20,330.790009,334.390015,328.649994,330.100006,190900,330.100006
"ABMD",2021-04-21,331.720001,344.359985,330.059998,342.640015,291800,342.640015
"ABMD",2021-04-22,340.890015,345.950012,339.179993,343.399994,182300,343.399994
"ABMD",2021-04-23,345.589996,355.940002,344.790009,351.029999,291400,351.029999
"ABMD",2021-04-26,352.630005,353.200012,346.649994,348.200012,254800,348.200012
"ABMD",2021-04-27,348.790009,349.140015,340.160004,340.630005,226900,340.630005
"ABMD",2021-04-28,340.640015,352.570007,338.25,351.170013,318200,351.170013
"ABMD",2021-04-29,349.220001,350.880005,320.01001,322.940002,393200,322.940002
"ABMD",2021-04-30,320.089996,327,319.519989,320.730011,259400,320.730011
"ABMD",2021-05-03,317.880005,319.920013,305.51001,308.640015,369200,308.640015
"ABMD",2021-05-04,307.670013,310.190002,302.019989,305,273800,305
"ABMD",2021-05-05,305.48999,306.519989,299.76001,300.790009,191600,300.790009
"ABMD",2021-05-06,300.880005,301.279999,288.01001,295.720001,463000,295.720001
"ABMD",2021-05-07,299.23999,303.859985,296.350006,296.809998,183300,296.809998
"ABMD",2021-05-10,296.410004,297,282.149994,282.720001,325100,282.720001
"ABMD",2021-05-11,279.119995,282.290009,276.01001,280.299988,328200,280.299988
"ABMD",2021-05-12,276.589996,280.829987,271.640015,272.25,266000,272.25
"ABMD",2021-05-13,274.75,274.75,262.589996,262.709991,533600,262.709991
"ABMD",2021-05-14,266.279999,272.920013,261.269989,268.559998,262400,268.559998
"ABMD",2021-05-17,266.119995,269.220001,263.929993,267.950012,205200,267.950012
"ABMD",2021-05-18,266.720001,277.470001,265.410004,272.970001,383700,272.970001
"ABMD",2021-05-19,267.440002,274.920013,266.799988,273.980011,283400,273.980011
"ABMD",2021-05-20,276.410004,279.98999,274.850006,276.390015,193100,276.390015
"ABMD",2021-05-21,276.399994,281.809998,276.399994,280,206500,280
"ABMD",2021-05-24,282.649994,283.089996,279.519989,279.579987,185400,279.579987
"ABMD",2021-05-25,281,285,281,283.880005,225500,283.880005
"ABMD",2021-05-26,283.519989,284.929993,277.209991,282.269989,247600,282.269989
"ABMD",2021-05-27,281.869995,287.589996,278.73999,285.850006,537600,285.850006
"ABMD",2021-05-28,287.109985,293.630005,284.209991,284.579987,269500,284.579987
"ABMD",2021-06-01,284.850006,286.109985,278.970001,279.700012,260400,279.700012
"ABMD",2021-06-02,280.170013,283,276.059998,280.279999,271700,280.279999
"ABMD",2021-06-03,278.040009,284.5,278.040009,283.850006,303200,283.850006
"ABMD",2021-06-04,285,292.950012,284.26001,289.51001,286500,289.51001
"ABMD",2021-06-07,290.320007,298.769989,286.980011,291.149994,246500,291.149994
"ABMD",2021-06-08,292.089996,295,284.429993,289.170013,291500,289.170013
"ABMD",2021-06-09,291.720001,295.329987,291.720001,293.820007,225400,293.820007
"ABMD",2021-06-10,293.709991,299.589996,292.679993,298.130005,171100,298.130005
"ABMD",2021-06-11,299.880005,299.880005,296.619995,299.190002,168100,299.190002
"ABMD",2021-06-14,299.73999,305.119995,299.5,302.869995,274100,302.869995
"ABMD",2021-06-15,303.600006,304.350006,300.459991,301.720001,217400,301.720001
"ABMD",2021-06-16,301.609985,304.380005,298.640015,303.299988,287200,303.299988
"ABMD",2021-06-17,303.329987,313.309998,301.519989,312.609985,366300,312.609985
"ABMD",2021-06-18,315.880005,322.079987,314,318.570007,564200,318.570007
"ABMD",2021-06-21,318.179993,326.350006,313.730011,325.089996,300600,325.089996
"ABMD",2021-06-22,325.109985,328.519989,324.059998,327.190002,192900,327.190002
"ABMD",2021-06-23,327.48999,328,319.320007,321.700012,266200,321.700012
"ABMD",2021-06-24,322.299988,324.540009,310.850006,311.809998,367300,311.809998
"ABMD",2021-06-25,312.299988,314.279999,308.98999,311.540009,355500,311.540009
"ABMD",2021-06-28,312.5,314.179993,309.709991,312.440002,239100,312.440002
"ABMD",2021-06-29,311.309998,315.910004,309.799988,313.269989,207000,313.269989
"ABMD",2021-06-30,314.369995,319.359985,309.920013,312.109985,266100,312.109985
"ABMD",2021-07-01,311.019989,317.570007,311.019989,312.910004,276200,312.910004
"ABMD",2021-07-02,315.48999,318.220001,312.790009,317.019989,178100,317.019989
"ABMD",2021-07-06,317.279999,328.200012,317.119995,326.709991,275400,326.709991
"ABMD",2021-07-07,328.299988,335.890015,325.279999,334.529999,283600,334.529999
"ABMD",2021-07-08,331.859985,331.859985,322,325.040009,240200,325.040009
"ABMD",2021-07-09,324.670013,327.140015,321.309998,324.769989,174900,324.769989
"ABMD",2021-07-12,324.660004,326.019989,319.450012,322.140015,190300,322.140015
"ABMD",2021-07-13,320.690002,322.609985,317.369995,319.130005,137000,319.130005
"ABMD",2021-07-14,319.5,321.119995,311.589996,312.299988,131100,312.299988
"ABMD",2021-07-15,311.209991,314.179993,305.76001,310.190002,162600,310.190002
"ABMD",2021-07-16,311.350006,318.579987,309.970001,317.980011,152200,317.980011
"ABMD",2021-07-19,316.809998,317.079987,311,314.619995,130700,314.619995
"ABMD",2021-07-20,315.470001,324.809998,315.470001,323.589996,214900,323.589996
"ABMD",2021-07-21,325.170013,325.170013,318.5,322.850006,133500,322.850006
"ABMD",2021-07-22,323.98999,323.98999,319.519989,323.540009,106500,323.540009
"ABMD",2021-07-23,327.440002,328.839996,323.839996,328.519989,148000,328.519989
"ABMD",2021-07-26,326.440002,327.160004,318.01001,325,206400,325
"ABMD",2021-07-27,326.019989,326.019989,316.75,321.959991,146500,321.959991
"ABMD",2021-07-28,320.51001,325.130005,320.51001,323.799988,151400,323.799988
"ABMD",2021-07-29,324.339996,325.399994,320.5,324.809998,96900,324.809998
"ABMD",2021-07-30,324.809998,330,324.399994,327.140015,102700,327.140015
"ABMD",2021-08-02,329.809998,331.170013,325.25,328.359985,160700,328.359985
"ABMD",2021-08-03,330.959991,333.600006,323.980011,326.519989,195700,326.519989
"ABMD",2021-08-04,325.690002,335,325.23999,331.200012,338100,331.200012
"ABMD",2021-08-05,336,349.269989,334.73999,348.859985,367000,348.859985
"ABMD",2021-08-06,347,350,341.670013,345.880005,238100,345.880005
"ABMD",2021-08-09,345,350,342.950012,346.649994,224100,346.649994
"ABMD",2021-08-10,347.899994,348,332.410004,332.700012,220700,332.700012
"ABMD",2021-08-11,330.700012,334.670013,315.720001,319.880005,314500,319.880005
"ABMD",2021-08-12,318.279999,326.179993,318.279999,322.170013,199600,322.170013
"ABMD",2021-08-13,320.899994,324.920013,319.420013,321.649994,88400,321.649994
"ABMD",2021-08-16,322.670013,326.059998,318.220001,323.929993,116700,323.929993
"ABMD",2021-08-17,322.769989,329.119995,321.140015,328.559998,166100,328.559998
"ABMD",2021-08-18,328.75,336.390015,328.75,330.799988,258400,330.799988
"ABMD",2021-08-19,330.170013,339,330.170013,333.350006,145300,333.350006
"ABMD",2021-08-20,333.25,348.450012,333.25,348.109985,233100,348.109985
"ABMD",2021-08-23,348.940002,355.940002,348.940002,351.809998,287000,351.809998
"ABMD",2021-08-24,351.269989,361.26001,351.269989,357.619995,194100,357.619995
"ABMD",2021-08-25,357.619995,361.070007,355.959991,358.01001,122300,358.01001
"ABMD",2021-08-26,357.350006,360.269989,353,358.51001,136400,358.51001
"ABMD",2021-08-27,359.070007,365.640015,357.179993,358.529999,129600,358.529999
"ABMD",2021-08-30,360.679993,364.48999,359.809998,360.959991,112000,360.959991
"ABMD",2021-08-31,362.920013,364.23999,359.820007,363.959991,225100,363.959991
"ABMD",2021-09-01,365.390015,367.619995,361.929993,363.269989,171500,363.269989
"ABMD",2021-09-02,366.170013,374.200012,365.600006,369.829987,178300,369.829987
"ABMD",2021-09-03,368.269989,373.109985,363.410004,372.690002,137800,372.690002
"ABMD",2021-09-07,371.920013,376.98999,369.660004,376.200012,212200,376.200012
"ABMD",2021-09-08,375.269989,376.200012,369.220001,374.790009,150900,374.790009
"ABMD",2021-09-09,374.480011,374.559998,365.549988,365.839996,172200,365.839996
"ABMD",2021-09-10,368.369995,368.369995,360.700012,361.200012,140100,361.200012
"ABMD",2021-09-13,362.170013,362.170013,349.359985,352,181200,352
"ABMD",2021-09-14,354.519989,355.839996,349.730011,353.529999,156400,353.529999
"ABMD",2021-09-15,353.190002,359.160004,348.709991,355.179993,193100,355.179993
"ABMD",2021-09-16,354.640015,359.23999,351.410004,357.869995,183900,357.869995
"ABMD",2021-09-17,355.640015,357.059998,350.420013,355,390000,355
"ABMD",2021-09-20,352.649994,360.529999,343.309998,347.380005,310500,347.380005
"ABMD",2021-09-21,349.559998,353.459991,343.660004,344.98999,285800,344.98999
"ABMD",2021-09-22,345.880005,349.630005,342.579987,348.959991,174800,348.959991
"ABMD",2021-09-23,351.549988,353.790009,350.320007,350.609985,129400,350.609985
"ABMD",2021-09-24,348.820007,352.019989,345.26001,350.359985,193800,350.359985
"ABMD",2021-09-27,347.369995,347.369995,332.5,338.470001,185300,338.470001
"ABMD",2021-09-28,334.079987,334.079987,327.359985,331.269989,177100,331.269989
"ABMD",2021-09-29,333.410004,336.450012,328.910004,329.51001,115200,329.51001
"ABMD",2021-09-30,330.459991,334.670013,325.51001,325.519989,184000,325.519989
"ABMD",2021-10-01,326.579987,329.589996,317.809998,323.329987,141900,323.329987
"ABMD",2021-10-04,320.5,326.179993,311.320007,313.869995,228700,313.869995
"ABMD",2021-10-05,315.359985,334.559998,315.359985,332.470001,382600,332.470001
"ABMD",2021-10-06,330,338.040009,329.350006,337.299988,209500,337.299988
"ABMD",2021-10-07,339.049988,344.040009,338.820007,340.299988,193600,340.299988
"ABMD",2021-10-08,340.299988,343.579987,333.350006,337.130005,114200,337.130005
"ABMD",2021-10-11,335.359985,338.670013,331.869995,332.149994,109800,332.149994
"ABMD",2021-10-12,335.660004,340.160004,331.709991,334.140015,118000,334.140015
"ABMD",2021-10-13,335.720001,339.230011,334.269989,336.049988,108500,336.049988
"ABMD",2021-10-14,339.029999,346.220001,339.029999,345.070007,182200,345.070007
"ABMD",2021-10-15,347.470001,352.23999,346.459991,351.369995,294000,351.369995
"ABMD",2021-10-18,348.799988,355.480011,348.23999,351.059998,199600,351.059998
"ABMD",2021-10-19,353.26001,355.660004,348.029999,349.410004,166600,349.410004
"ABMD",2021-10-20,351.26001,353.820007,345.309998,346.420013,118200,346.420013
"ABMD",2021-10-21,348.850006,350.559998,343.75,349.679993,137800,349.679993
"ABMD",2021-10-22,349.450012,353.769989,346.23999,352.179993,113800,352.179993
"ABMD",2021-10-25,353.140015,359.98999,348.769989,354.019989,125200,354.019989
"ABMD",2021-10-26,355,355,347.850006,348.299988,143600,348.299988
"ABMD",2021-10-27,348.709991,350.339996,343.119995,344.579987,190400,344.579987
"ABMD",2021-10-28,330,350.429993,315.589996,343.140015,510300,343.140015
"ABMD",2021-10-29,339.48999,339.48999,322.380005,332.040009,327500,332.040009
"ABMD",2021-11-01,333.059998,350.549988,332.570007,349.98999,376400,349.98999
"ABMD",2021-11-02,349.01001,351.600006,337.209991,349.76001,316900,349.76001
"ABMD",2021-11-03,351,358.390015,342.690002,358.019989,369900,358.019989
"ABMD",2021-11-04,358.339996,365.630005,356.890015,363.070007,192800,363.070007
"ABMD",2021-11-05,362.709991,366.350006,355.230011,361.709991,334900,361.709991
"ABMD",2021-11-08,359.279999,362.549988,351.079987,359.75,201000,359.75
"ABMD",2021-11-09,363.440002,373.170013,360.089996,371.350006,413600,371.350006
"ABMD",2021-11-10,369,379.299988,354.799988,355.570007,363000,355.570007
"ABMD",2021-11-11,357.320007,362.559998,351.209991,356.589996,271400,356.589996
"ABMD",2021-11-12,358.399994,364.459991,355.5,360.890015,196400,360.890015
"ABMD",2021-11-15,361.350006,366.48999,346.51001,348.359985,201700,348.359985
"ABMD",2021-11-16,348.100006,354.429993,344.679993,351.73999,137000,351.73999
"ABMD",2021-11-17,352,352,342.299988,343.5,185200,343.5
"ABMD",2021-11-18,345.429993,346.660004,335.269989,340.200012,175800,340.200012
"ABMD",2021-11-19,342.98999,344.799988,338.51001,339.98999,204800,339.98999
"ABMD",2021-11-22,340.059998,343.540009,335,335.320007,179200,335.320007
"ABMD",2021-11-23,332.809998,339.76001,324.670013,328.179993,233200,328.179993
"ABMD",2021-11-24,328.670013,338.170013,324.649994,337.779999,124700,337.779999
"ABMD",2021-11-26,338.519989,346.709991,324.899994,325.980011,207500,325.980011
"ABMD",2021-11-29,327.690002,331.619995,318.640015,319.119995,218500,319.119995
"ABMD",2021-11-30,319.119995,321.410004,312.429993,314.779999,615500,314.779999
"ABMD",2021-12-01,317.170013,325.230011,305.709991,305.709991,227200,305.709991
"ABMD",2021-12-02,305.230011,314.980011,304.570007,312.440002,277400,312.440002
"ABMD",2021-12-03,314.350006,316.619995,295.709991,300.630005,276000,300.630005
"ABMD",2021-12-06,302.070007,310.25,297.220001,308.149994,306200,308.149994
"ABMD",2021-12-07,314.230011,326.790009,314.230011,320.779999,411000,320.779999
"ABMD",2021-12-08,321.5,326.410004,316.869995,324.410004,194100,324.410004
"ABMD",2021-12-09,323.880005,326.980011,312.179993,312.179993,182400,312.179993
"ABMD",2021-12-10,313.779999,314.959991,305.929993,306.029999,265600,306.029999
"ABMD",2021-12-13,306.100006,313.26001,300.109985,312.390015,344400,312.390015
"ABMD",2021-12-14,310,313.980011,306.600006,311.269989,216700,311.269989
"ABMD",2021-12-15,313.01001,315.690002,309.269989,315.459991,218000,315.459991
"ABMD",2021-12-16,316.459991,319.299988,307.859985,310,278100,310
"ABMD",2021-12-17,309.640015,319.890015,305.119995,315.549988,741800,315.549988
"ABMD",2021-12-20,311.799988,317.299988,309.440002,316.230011,251000,316.230011
"ABMD",2021-12-21,318.23999,333.070007,318.23999,332.200012,289300,332.200012
"ABMD",2021-12-22,333.76001,344.679993,333.609985,343.399994,215600,343.399994
"ABMD",2021-12-23,343.880005,353.640015,341.839996,352.209991,215200,352.209991
"ABMD",2021-12-27,353.799988,358.190002,349.459991,357.829987,159500,357.829987
"ABMD",2021-12-28,360.200012,360.269989,355.220001,357.440002,215300,357.440002
"ABMD",2021-12-29,358.549988,363.859985,358,361.839996,127300,361.839996
"ABMD",2021-12-30,361.329987,370.51001,361.329987,362.059998,232900,362.059998
"ABMD",2021-12-31,361.019989,364.940002,358.350006,359.170013,169400,359.170013
"ABMD",2022-01-03,358,366.320007,353.320007,366.290009,240000,366.290009
"ABMD",2022-01-04,366.290009,368.970001,355.450012,361.589996,316200,361.589996
"ABMD",2022-01-05,359.429993,364.109985,337.480011,338.200012,359200,338.200012
"ABMD",2022-01-06,337.529999,343.359985,326,336.440002,245600,336.440002
"ABMD",2022-01-07,334.790009,336.029999,319.040009,319.279999,434200,319.279999
"ABMD",2022-01-10,312.540009,314.640015,302.899994,306.799988,995500,306.799988
"ABMD",2022-01-11,307.179993,322.940002,306.399994,319.100006,744600,319.100006
"ABMD",2022-01-12,319.589996,324.100006,310.059998,315.429993,302000,315.429993
"ABMD",2022-01-13,316.799988,316.799988,304.779999,306.790009,374200,306.790009
"ABMD",2022-01-14,304.640015,311.109985,295.609985,301.220001,356800,301.220001
"ABMD",2022-01-18,296.380005,296.380005,287.149994,292.380005,427200,292.380005
"ABMD",2022-01-19,294.190002,303.070007,292.399994,302.019989,509900,302.019989
"ABMD",2022-01-20,304.209991,311.410004,302.019989,302.75,429900,302.75
"ABMD",2022-01-21,297.929993,307.269989,297.880005,304.570007,836700,304.570007
"ABMD",2022-01-24,300.029999,312.570007,291.809998,311.940002,730200,311.940002
"ABMD",2022-01-25,304.839996,307.959991,295.809998,296.839996,611100,296.839996
"ABMD",2022-01-26,298.589996,305.01001,294.299988,297.140015,711900,297.140015
"ABMD",2022-01-27,300.829987,300.829987,275,277.299988,417000,277.299988
"ABMD",2022-01-28,278.630005,278.630005,268.5,277.25,856200,277.25
"ABMD",2022-01-31,278.809998,296.220001,277.98999,295.869995,578500,295.869995
"ABMD",2022-02-01,301.440002,304.019989,295.98999,301.350006,437000,301.350006
"ABMD",2022-02-02,303.920013,309.98999,297.220001,307.959991,596400,307.959991
"ABMD",2022-02-03,296,305.089996,285.850006,290.519989,740600,290.519989
"ABMD",2022-02-04,287.269989,299.23999,285.450012,295.649994,247800,295.649994
"ABMD",2022-02-07,296,300.410004,289.350006,289.839996,235000,289.839996
"ABMD",2022-02-08,289.839996,310,285.48999,309.029999,751000,309.029999
"ABMD",2022-02-09,310.190002,319.690002,310.190002,315.920013,247000,315.920013
"ABMD",2022-02-10,307.549988,316.890015,305.309998,307.109985,279000,307.109985
"ABMD",2022-02-11,307.440002,308.369995,292.920013,294.820007,324900,294.820007
"ABMD",2022-02-14,294.399994,300.059998,287.700012,290.429993,462300,290.429993
"ABMD",2022-02-15,296.179993,307.519989,296.179993,304.700012,339800,304.700012
"ABMD",2022-02-16,301.959991,328.549988,293.380005,325.420013,1016500,325.420013
"ABMD",2022-02-17,320.779999,321.140015,306.769989,307.109985,406600,307.109985
"ABMD",2022-02-18,306.809998,307.5,294.160004,298.380005,331300,298.380005
"ABMD",2022-02-22,295.850006,301.179993,293.040009,296.640015,247700,296.640015
"ABMD",2022-02-23,299.100006,301.100006,290.25,290.679993,252800,290.679993
"ABMD",2022-02-24,283.209991,306.920013,281.040009,306.920013,291600,306.920013
"ABMD",2022-02-25,309.459991,312.519989,302.829987,312.299988,214900,312.299988
"ABMD",2022-02-28,307.5,312.320007,305.209991,310.73999,277000,310.73999
"ABMD",2022-03-01,311.070007,315.339996,306.320007,313.48999,276500,313.48999
