"symbol","date","open","high","low","close","volume","adjusted"
"TTWO",2020-11-25,170.550003,174.440002,170.550003,173.979996,889200,173.979996
"TTWO",2020-11-27,175.869995,177.940002,174.350006,176.410004,615100,176.410004
"TTWO",2020-11-30,176.779999,181.710007,175.139999,180.509995,2667000,180.509995
"TTWO",2020-12-01,181.5,181.5,175.25,180.059998,1151200,180.059998
"TTWO",2020-12-02,178.949997,181.479996,177.789993,181.300003,703000,181.300003
"TTWO",2020-12-03,181.330002,184.429993,180.220001,180.759995,950900,180.759995
"TTWO",2020-12-04,180.100006,181.649994,178.889999,180.729996,1126600,180.729996
"TTWO",2020-12-07,181.380005,184.699997,180.770004,183.389999,1335600,183.389999
"TTWO",2020-12-08,184.410004,186.729996,182.440002,183.600006,1784900,183.600006
"TTWO",2020-12-09,181.25,185.139999,181,183.679993,1305800,183.679993
"TTWO",2020-12-10,182.830002,188.539993,182.350006,187.820007,1507500,187.820007
"TTWO",2020-12-11,188.190002,191,186.839996,190.210007,1585800,190.210007
"TTWO",2020-12-14,193.380005,203.690002,193,195.199997,3660300,195.199997
"TTWO",2020-12-15,195.990005,197.190002,193.630005,194.699997,2440200,194.699997
"TTWO",2020-12-16,194.539993,197.880005,193.75,195.119995,2920400,195.119995
"TTWO",2020-12-17,197.009995,197.449997,191.759995,197.399994,2128400,197.399994
"TTWO",2020-12-18,197.990005,205.839996,197.399994,203.389999,5178300,203.389999
"TTWO",2020-12-21,203.960007,204.419998,198.279999,201.770004,1087700,201.770004
"TTWO",2020-12-22,202.740005,204.160004,200.580002,201.860001,706000,201.860001
"TTWO",2020-12-23,202.800003,203.440002,199.929993,201.820007,684500,201.820007
"TTWO",2020-12-24,202.470001,204.440002,201.490005,202.5,211600,202.5
"TTWO",2020-12-28,204.789993,204.789993,200.550003,201.119995,631500,201.119995
"TTWO",2020-12-29,202.149994,204.860001,200.940002,202.449997,879200,202.449997
"TTWO",2020-12-30,203.979996,209.259995,202.169998,206.350006,1524100,206.350006
"TTWO",2020-12-31,207,207.979996,206.059998,207.789993,643900,207.789993
"TTWO",2021-01-04,208.669998,208.669998,199.039993,201.850006,1849900,201.850006
"TTWO",2021-01-05,202.110001,205.080002,200.119995,204.740005,878000,204.740005
"TTWO",2021-01-06,202.449997,206.639999,199.899994,201.529999,1140400,201.529999
"TTWO",2021-01-07,204.389999,208.610001,203.199997,208.009995,944200,208.009995
"TTWO",2021-01-08,209.070007,211.440002,207.630005,210.429993,899700,210.429993
"TTWO",2021-01-11,208.479996,209.130005,206.080002,206.539993,839800,206.539993
"TTWO",2021-01-12,206.820007,207.130005,198.860001,199.149994,1596700,199.149994
"TTWO",2021-01-13,198.449997,202.389999,197,199.5,1281400,199.5
"TTWO",2021-01-14,199.160004,201.350006,194.529999,195.470001,1407800,195.470001
"TTWO",2021-01-15,195.699997,197.949997,191.809998,196.279999,1688200,196.279999
"TTWO",2021-01-19,195.850006,200.029999,195.25,198.729996,1678900,198.729996
"TTWO",2021-01-20,201.029999,207.369995,199.839996,207.050003,1727100,207.050003
"TTWO",2021-01-21,207.429993,208.720001,203.419998,205.559998,890000,205.559998
"TTWO",2021-01-22,204.919998,206.699997,202.789993,204.660004,906600,204.660004
"TTWO",2021-01-25,207.770004,208.710007,201.669998,203.990005,787400,203.990005
"TTWO",2021-01-26,203.770004,204.080002,199.289993,199.779999,856000,199.779999
"TTWO",2021-01-27,200.279999,201.070007,193.75,195.380005,1284900,195.380005
"TTWO",2021-01-28,195.479996,203,195.479996,200.300003,1160800,200.300003
"TTWO",2021-01-29,198.839996,204.240005,198.610001,200.449997,1000100,200.449997
"TTWO",2021-02-01,201.789993,203.910004,198.949997,200.940002,1067900,200.940002
"TTWO",2021-02-02,203.539993,208.149994,201.309998,207.110001,1122300,207.110001
"TTWO",2021-02-03,207.550003,207.669998,201.800003,202.399994,867000,202.399994
"TTWO",2021-02-04,202.710007,205.559998,200.75,201.490005,813200,201.490005
"TTWO",2021-02-05,206.270004,211.399994,205.610001,207.490005,1586600,207.490005
"TTWO",2021-02-08,210.479996,214.910004,209.440002,213.339996,3019400,213.339996
"TTWO",2021-02-09,202.690002,203.860001,197.649994,200.309998,5866000,200.309998
"TTWO",2021-02-10,202.509995,203.75,198.5,199.820007,2599400,199.820007
"TTWO",2021-02-11,201.690002,201.729996,196,197.119995,1443000,197.119995
"TTWO",2021-02-12,196.5,200.279999,194.720001,199.860001,1264800,199.860001
"TTWO",2021-02-16,200.729996,201,194.449997,195.789993,1534200,195.789993
"TTWO",2021-02-17,194.630005,196.169998,191.100006,195.929993,1066800,195.929993
"TTWO",2021-02-18,192.639999,196.770004,192.559998,196.229996,808700,196.229996
"TTWO",2021-02-19,197.949997,198.130005,193.770004,194.860001,1087800,194.860001
"TTWO",2021-02-22,191.619995,195.399994,189.520004,189.850006,1705400,189.850006
"TTWO",2021-02-23,184.050003,187.139999,181.110001,185.949997,2062400,185.949997
"TTWO",2021-02-24,184.800003,187.429993,182.380005,186.990005,1218900,186.990005
"TTWO",2021-02-25,186.389999,188.5,181.929993,184.679993,1217400,184.679993
"TTWO",2021-02-26,185.380005,186.990005,182.380005,184.460007,1476400,184.460007
"TTWO",2021-03-01,186,188.199997,185.169998,187.449997,671300,187.449997
"TTWO",2021-03-02,188.449997,190.809998,186.309998,188.169998,1086900,188.169998
"TTWO",2021-03-03,188.199997,188.199997,179.110001,180.149994,1178200,180.149994
"TTWO",2021-03-04,178.979996,180.720001,170.279999,174.029999,1624900,174.029999
"TTWO",2021-03-05,173.279999,173.839996,168.339996,170.809998,2226400,170.809998
"TTWO",2021-03-08,170.179993,171.210007,161.330002,161.619995,2608600,161.619995
"TTWO",2021-03-09,169,169.899994,166.669998,168.570007,1972300,168.570007
"TTWO",2021-03-10,170.339996,171.399994,163,164.820007,1194600,164.820007
"TTWO",2021-03-11,168.940002,171.520004,167.800003,170.610001,1021800,170.610001
"TTWO",2021-03-12,169.139999,170.639999,166.389999,170.25,642100,170.25
"TTWO",2021-03-15,171.770004,171.770004,167.919998,169.169998,827700,169.169998
"TTWO",2021-03-16,172,174.520004,169.75,173.009995,1716600,173.009995
"TTWO",2021-03-17,171.449997,171.809998,165.5,168.910004,1611700,168.910004
"TTWO",2021-03-18,167.889999,170.419998,166.559998,167.220001,2264300,167.220001
"TTWO",2021-03-19,169.169998,171.490005,168.080002,169.740005,1804500,169.740005
"TTWO",2021-03-22,171.289993,173.399994,170.869995,171.880005,1127400,171.880005
"TTWO",2021-03-23,172.330002,177.080002,171.559998,173.850006,1622700,173.850006
"TTWO",2021-03-24,174.490005,174.490005,169.330002,170.259995,1126400,170.259995
"TTWO",2021-03-25,169.589996,170.490005,167.110001,169.789993,806000,169.789993
"TTWO",2021-03-26,169.210007,174.389999,168.759995,174.289993,1066000,174.289993
"TTWO",2021-03-29,173.119995,177.479996,172.809998,176.289993,1208600,176.289993
"TTWO",2021-03-30,176.169998,177.369995,174.860001,177.089996,2053200,177.089996
"TTWO",2021-03-31,177.389999,178.490005,176.509995,176.699997,1134100,176.699997
"TTWO",2021-04-01,177.729996,180.429993,177.679993,180.149994,1211600,180.149994
"TTWO",2021-04-05,180.589996,184.339996,178.770004,183.380005,1330100,183.380005
"TTWO",2021-04-06,183.309998,185.289993,182.779999,184,1198100,184
"TTWO",2021-04-07,184.080002,185.059998,182.509995,183.649994,875800,183.649994
"TTWO",2021-04-08,185.759995,186.210007,182.130005,183.600006,1020300,183.600006
"TTWO",2021-04-09,183.570007,184.479996,180.550003,184.020004,850900,184.020004
"TTWO",2021-04-12,182.350006,182.949997,180.699997,182.759995,861700,182.759995
"TTWO",2021-04-13,184.369995,185.630005,181.639999,182.660004,1041800,182.660004
"TTWO",2021-04-14,183.630005,184.830002,180.789993,181.440002,841200,181.440002
"TTWO",2021-04-15,181.110001,183.210007,180.5,182.5,857000,182.5
"TTWO",2021-04-16,182.75,182.75,177.669998,178.800003,1137200,178.800003
"TTWO",2021-04-19,178.25,179.509995,176.110001,177.910004,873700,177.910004
"TTWO",2021-04-20,178.570007,178.570007,175.899994,177.899994,865100,177.899994
"TTWO",2021-04-21,176.610001,177.179993,174.050003,176.449997,1269300,176.449997
"TTWO",2021-04-22,176.369995,179.699997,176.369995,178.380005,993200,178.380005
"TTWO",2021-04-23,178.350006,179.460007,174.759995,176.190002,1125200,176.190002
"TTWO",2021-04-26,175.479996,177.490005,174.630005,176.429993,759600,176.429993
"TTWO",2021-04-27,176.809998,177.360001,173.380005,174.279999,1067600,174.279999
"TTWO",2021-04-28,175.779999,176.119995,173.320007,174.380005,1150400,174.380005
"TTWO",2021-04-29,175.300003,176.789993,174.110001,176.470001,940200,176.470001
"TTWO",2021-04-30,174.529999,176.440002,174.110001,175.380005,672100,175.380005
"TTWO",2021-05-03,175.300003,176.289993,169.910004,170.300003,1198300,170.300003
"TTWO",2021-05-04,168.350006,169.330002,164.210007,167.529999,1469500,167.529999
"TTWO",2021-05-05,168.199997,171.320007,167,167.470001,1084000,167.470001
"TTWO",2021-05-06,166.740005,168.979996,166.100006,168.639999,1081200,168.639999
"TTWO",2021-05-07,170.229996,171.490005,169.089996,170.070007,822200,170.070007
"TTWO",2021-05-10,169.460007,171.429993,166.919998,169.020004,1274600,169.020004
"TTWO",2021-05-11,166.470001,169.25,166.470001,167.990005,1176300,167.990005
"TTWO",2021-05-12,166.580002,167.479996,162.350006,164.259995,1038600,164.259995
"TTWO",2021-05-13,164.080002,165.490005,161.699997,162.740005,813100,162.740005
"TTWO",2021-05-14,164.800003,167.410004,163.529999,166.990005,1524000,166.990005
"TTWO",2021-05-17,166.119995,169.050003,165.669998,168.220001,1289700,168.220001
"TTWO",2021-05-18,168.669998,171.419998,166.720001,167.690002,3687000,167.690002
"TTWO",2021-05-19,171,179.899994,170.789993,179.350006,4221600,179.350006
"TTWO",2021-05-20,179.949997,188.339996,179.600006,185.080002,2254100,185.080002
"TTWO",2021-05-21,185.839996,187.479996,184.169998,184.360001,1365400,184.360001
"TTWO",2021-05-24,184.360001,186.800003,184.25,185.020004,1015100,185.020004
"TTWO",2021-05-25,186,186.330002,183.550003,184.619995,807500,184.619995
"TTWO",2021-05-26,185.479996,188.360001,184.600006,185.669998,816900,185.669998
"TTWO",2021-05-27,184.75,187.160004,183.580002,186.479996,1549500,186.479996
"TTWO",2021-05-28,186.279999,187.679993,185.289993,185.559998,753500,185.559998
"TTWO",2021-06-01,186.830002,187.240005,182.529999,182.759995,1127800,182.759995
"TTWO",2021-06-02,181.059998,182.509995,176.039993,176.910004,1732500,176.910004
"TTWO",2021-06-03,178.509995,179.860001,176.529999,177.729996,1268300,177.729996
"TTWO",2021-06-04,178.539993,184.940002,178.110001,184.449997,1321400,184.449997
"TTWO",2021-06-07,183.380005,185.429993,183.380005,184.259995,1396800,184.259995
"TTWO",2021-06-08,184.929993,186.589996,184.369995,184.830002,891900,184.830002
"TTWO",2021-06-09,184.940002,186.649994,182.899994,183.589996,942600,183.589996
"TTWO",2021-06-10,183.410004,185.419998,182.610001,184.970001,913900,184.970001
"TTWO",2021-06-11,184.770004,186.639999,183.940002,186.419998,660800,186.419998
"TTWO",2021-06-14,186.5,187.899994,185.460007,186.75,853700,186.75
"TTWO",2021-06-15,186.350006,186.410004,178.039993,178.600006,1497900,178.600006
"TTWO",2021-06-16,177,177.529999,168.960007,171.649994,3117400,171.649994
"TTWO",2021-06-17,170.809998,173.440002,169.929993,170.5,1400900,170.5
"TTWO",2021-06-18,170.850006,172,168.679993,171.279999,1601600,171.279999
"TTWO",2021-06-21,171.850006,174.320007,169.440002,173.470001,1290100,173.470001
"TTWO",2021-06-22,173.729996,175.25,172.929993,174.229996,1083100,174.229996
"TTWO",2021-06-23,173.789993,173.869995,170.130005,171.880005,1300200,171.880005
"TTWO",2021-06-24,174.270004,175.979996,173.699997,175.059998,1375100,175.059998
"TTWO",2021-06-25,175.490005,176.100006,173.389999,173.820007,3315200,173.820007
"TTWO",2021-06-28,175.259995,178.949997,174.970001,178.089996,1525400,178.089996
"TTWO",2021-06-29,178.009995,179.050003,176.160004,178.100006,818100,178.100006
"TTWO",2021-06-30,177.800003,178.779999,176.350006,177.020004,1013600,177.020004
"TTWO",2021-07-01,177.529999,179.839996,176.610001,178.970001,1052500,178.970001
"TTWO",2021-07-02,180.300003,180.970001,176.029999,177.300003,737800,177.300003
"TTWO",2021-07-06,177.399994,177.839996,171.630005,174.070007,1176400,174.070007
"TTWO",2021-07-07,174.369995,175.059998,172.639999,173.690002,712700,173.690002
"TTWO",2021-07-08,171.399994,171.830002,170.080002,170.669998,940500,170.669998
"TTWO",2021-07-09,170.669998,171.169998,169.179993,170.369995,917400,170.369995
"TTWO",2021-07-12,172.369995,173.479996,171.479996,172.100006,875300,172.100006
"TTWO",2021-07-13,172.580002,175.25,172.089996,173.550003,1207200,173.550003
"TTWO",2021-07-14,173.869995,174.550003,170.020004,171.880005,692600,171.880005
"TTWO",2021-07-15,171.660004,171.720001,167.059998,168.240005,1030200,168.240005
"TTWO",2021-07-16,168.259995,170.899994,168.259995,170.520004,899800,170.520004
"TTWO",2021-07-19,169.940002,172.229996,166.610001,168.960007,2109700,168.960007
"TTWO",2021-07-20,170.910004,171.100006,167.970001,170.020004,861600,170.020004
"TTWO",2021-07-21,170.470001,171.570007,170.139999,170.899994,903400,170.899994
"TTWO",2021-07-22,170.679993,171.589996,169.199997,171.279999,606200,171.279999
"TTWO",2021-07-23,171.149994,174.089996,169.270004,173.289993,1253500,173.289993
"TTWO",2021-07-26,173.699997,173.699997,171.119995,172.899994,816900,172.899994
"TTWO",2021-07-27,172.839996,173.259995,164.630005,167.5,1481500,167.5
"TTWO",2021-07-28,168.649994,173.110001,168.169998,171.279999,1153300,171.279999
"TTWO",2021-07-29,171.199997,172.990005,168.850006,169.990005,1037500,169.990005
"TTWO",2021-07-30,168.970001,174.199997,168.580002,173.419998,1940700,173.419998
"TTWO",2021-08-02,175.669998,176.820007,173.009995,173.210007,2372600,173.210007
"TTWO",2021-08-03,162.990005,162.990005,155.399994,159.860001,5935500,159.860001
"TTWO",2021-08-04,161.080002,163.619995,158.139999,158.75,2136400,158.75
"TTWO",2021-08-05,158.830002,159.070007,155.710007,156.779999,2643200,156.779999
"TTWO",2021-08-06,156.309998,159.779999,156.029999,158.300003,2279900,158.300003
"TTWO",2021-08-09,158.279999,161.600006,158.229996,160.570007,1145400,160.570007
"TTWO",2021-08-10,160.559998,161.160004,159.089996,159.679993,1113500,159.679993
"TTWO",2021-08-11,161.130005,161.289993,158.759995,159.929993,1068600,159.929993
"TTWO",2021-08-12,158.75,160.869995,158.279999,160.369995,1116400,160.369995
"TTWO",2021-08-13,161.059998,162.660004,159.960007,160.350006,926100,160.350006
"TTWO",2021-08-16,159.149994,160.600006,158.979996,160.350006,816000,160.350006
"TTWO",2021-08-17,159.369995,163.630005,158.449997,163.470001,1311500,163.470001
"TTWO",2021-08-18,163.649994,164.869995,161.550003,161.619995,1164100,161.619995
"TTWO",2021-08-19,161.389999,163.789993,160.759995,162.270004,767300,162.270004
"TTWO",2021-08-20,161.979996,163.690002,159.410004,160.960007,1040400,160.960007
"TTWO",2021-08-23,161.119995,163.929993,160.429993,163.360001,782400,163.360001
"TTWO",2021-08-24,164.160004,164.559998,163.119995,163.820007,677600,163.820007
"TTWO",2021-08-25,164.070007,164.619995,160.5,160.660004,893400,160.660004
"TTWO",2021-08-26,160.619995,160.960007,158.559998,158.880005,916300,158.880005
"TTWO",2021-08-27,159.339996,161.300003,158.669998,160.029999,1524900,160.029999
"TTWO",2021-08-30,158.990005,159.570007,156.619995,158.139999,1106200,158.139999
"TTWO",2021-08-31,158.830002,161.990005,158.25,161.220001,1257500,161.220001
"TTWO",2021-09-01,162.350006,163.429993,160.149994,161.929993,878700,161.929993
"TTWO",2021-09-02,162.550003,163.690002,161.630005,162.029999,730500,162.029999
"TTWO",2021-09-03,161.720001,162.130005,160.350006,160.559998,559500,160.559998
"TTWO",2021-09-07,160.699997,161.039993,158.089996,159.110001,795300,159.110001
"TTWO",2021-09-08,159.360001,160.179993,157.570007,159.449997,605600,159.449997
"TTWO",2021-09-09,158.270004,158.880005,156.699997,157.029999,833700,157.029999
"TTWO",2021-09-10,153.100006,156,151.710007,153.940002,2895700,153.940002
"TTWO",2021-09-13,154.630005,156.399994,152.279999,152.929993,1144800,152.929993
"TTWO",2021-09-14,152.539993,153.539993,151.389999,152.149994,1350900,152.149994
"TTWO",2021-09-15,152.139999,153.850006,150.410004,152.690002,1080600,152.690002
"TTWO",2021-09-16,152.110001,153.210007,151.320007,151.889999,863000,151.889999
"TTWO",2021-09-17,149.490005,151.990005,148.869995,151.660004,2074700,151.660004
"TTWO",2021-09-20,150.320007,151.949997,147.119995,148.839996,1030400,148.839996
"TTWO",2021-09-21,149.190002,149.220001,145.600006,145.720001,1040600,145.720001
"TTWO",2021-09-22,145.910004,147.100006,144.580002,145.25,1650600,145.25
"TTWO",2021-09-23,147.529999,149.210007,145.75,146.679993,1180500,146.679993
"TTWO",2021-09-24,146.520004,148.070007,145.770004,147.360001,1023800,147.360001
"TTWO",2021-09-27,146.880005,148.869995,145.419998,148.649994,1048800,148.649994
"TTWO",2021-09-28,148.289993,152.149994,148.160004,149.110001,1867100,149.110001
"TTWO",2021-09-29,148.740005,152.699997,148.5,151.600006,1429000,151.600006
"TTWO",2021-09-30,152.720001,155.360001,152.490005,154.070007,1480300,154.070007
"TTWO",2021-10-01,154.380005,160.029999,151.860001,158.539993,1868500,158.539993
"TTWO",2021-10-04,157.720001,157.910004,155.410004,157.130005,991900,157.130005
"TTWO",2021-10-05,157.179993,162.279999,156.979996,162.020004,1712200,162.020004
"TTWO",2021-10-06,161.529999,166.279999,160.470001,165.440002,2267600,165.440002
"TTWO",2021-10-07,166.100006,172.229996,165.949997,170.770004,1926900,170.770004
"TTWO",2021-10-08,171.360001,175.550003,169.119995,173.690002,1824800,173.690002
"TTWO",2021-10-11,173.320007,173.919998,169.779999,170.720001,1137500,170.720001
"TTWO",2021-10-12,171.270004,172.410004,170.089996,171.350006,652300,171.350006
"TTWO",2021-10-13,171.580002,172.339996,170.240005,170.600006,940700,170.600006
"TTWO",2021-10-14,171.169998,172.100006,168.460007,169.380005,933300,169.380005
"TTWO",2021-10-15,169.539993,172.699997,169.020004,170.559998,1057500,170.559998
"TTWO",2021-10-18,170.539993,172.940002,169.380005,171.75,607400,171.75
"TTWO",2021-10-19,172.380005,173.809998,171.080002,172.039993,925700,172.039993
"TTWO",2021-10-20,172.690002,174.869995,171.520004,173.5,628700,173.5
"TTWO",2021-10-21,173.929993,182.740005,173.080002,182.059998,1949000,182.059998
"TTWO",2021-10-22,181.759995,182.5,178.520004,180.75,1207000,180.75
"TTWO",2021-10-25,180.330002,183.130005,179.070007,182.990005,806300,182.990005
"TTWO",2021-10-26,183.460007,184.740005,181.130005,182.539993,761000,182.539993
"TTWO",2021-10-27,182.660004,183.929993,180.020004,180.910004,887300,180.910004
"TTWO",2021-10-28,180.259995,187.130005,177.5,181.110001,1628700,181.110001
"TTWO",2021-10-29,181.350006,184.470001,179.740005,181,1075600,181
"TTWO",2021-11-01,181.509995,185.220001,181.220001,183.800003,1518500,183.800003
"TTWO",2021-11-02,183,184.380005,181.600006,183.940002,1083200,183.940002
"TTWO",2021-11-03,181.210007,184.789993,179.600006,184.160004,1692000,184.160004
"TTWO",2021-11-04,189.009995,193.339996,186.419998,192.910004,2941600,192.910004
"TTWO",2021-11-05,192.259995,195.830002,185.669998,187.199997,1736100,187.199997
"TTWO",2021-11-08,187.5,187.550003,181.679993,185.139999,1219200,185.139999
"TTWO",2021-11-09,186.990005,189.889999,185.919998,186.809998,873600,186.809998
"TTWO",2021-11-10,186.289993,186.289993,181.070007,182.75,1021900,182.75
"TTWO",2021-11-11,183.190002,186.440002,182.589996,185.710007,775000,185.710007
"TTWO",2021-11-12,185.630005,189.509995,183.449997,187.830002,1116000,187.830002
"TTWO",2021-11-15,185.190002,185.190002,174.820007,177.600006,2128200,177.600006
"TTWO",2021-11-16,177.809998,181.449997,177.600006,179.690002,1441600,179.690002
"TTWO",2021-11-17,178.990005,180.520004,176.279999,177.039993,1490000,177.039993
"TTWO",2021-11-18,176.910004,176.990005,171.440002,174,1562600,174
"TTWO",2021-11-19,175.820007,177.139999,170.270004,170.5,1651600,170.5
"TTWO",2021-11-22,170.259995,170.520004,164.220001,164.910004,1660400,164.910004
"TTWO",2021-11-23,164.270004,166.910004,162.210007,165.130005,1172300,165.130005
"TTWO",2021-11-24,164.5,165.160004,162.470001,164.309998,858400,164.309998
"TTWO",2021-11-26,166.699997,171.789993,166.289993,169.660004,1308100,169.660004
"TTWO",2021-11-29,168.720001,171.449997,164.559998,169.600006,1153400,169.600006
"TTWO",2021-11-30,170.149994,171.770004,165.389999,165.880005,2341500,165.880005
"TTWO",2021-12-01,165.800003,168.429993,160.229996,160.350006,824000,160.350006
"TTWO",2021-12-02,159.539993,163.740005,159.5,161.380005,1215200,161.380005
"TTWO",2021-12-03,161.479996,165.990005,159.820007,165.779999,1344300,165.779999
"TTWO",2021-12-06,165.5,165.690002,162.199997,164.399994,969500,164.399994
"TTWO",2021-12-07,166.360001,168.910004,165.5,167.289993,1067900,167.289993
"TTWO",2021-12-08,166.910004,171.080002,165.559998,170.550003,1082500,170.550003
"TTWO",2021-12-09,170.759995,173.199997,165.119995,166.380005,845700,166.380005
"TTWO",2021-12-10,166.380005,167.029999,163.350006,165.600006,632600,165.600006
"TTWO",2021-12-13,165.600006,166.690002,164.009995,166.259995,768800,166.259995
"TTWO",2021-12-14,164.360001,167.759995,163.479996,167.630005,676600,167.630005
"TTWO",2021-12-15,167.630005,171.520004,165.720001,171.149994,839800,171.149994
"TTWO",2021-12-16,171.149994,174.089996,169.199997,172.740005,1106400,172.740005
"TTWO",2021-12-17,171.949997,178.440002,171.460007,175.740005,2879300,175.740005
"TTWO",2021-12-20,174.699997,179.039993,173.610001,178.350006,1107200,178.350006
"TTWO",2021-12-21,178.240005,179.970001,176.440002,179.440002,869900,179.440002
"TTWO",2021-12-22,179.789993,180.369995,176.389999,177.619995,1078800,177.619995
"TTWO",2021-12-23,177.940002,178.509995,176.360001,177.960007,621300,177.960007
"TTWO",2021-12-27,178.029999,179.690002,177.350006,179.559998,582500,179.559998
"TTWO",2021-12-28,179.740005,181.820007,178.440002,179.389999,600800,179.389999
"TTWO",2021-12-29,179.779999,180.339996,178.509995,180.300003,514900,180.300003
"TTWO",2021-12-30,180.350006,181.75,179.610001,180.830002,665000,180.830002
"TTWO",2021-12-31,180.520004,181.679993,177.380005,177.720001,858700,177.720001
"TTWO",2022-01-03,176.839996,178.919998,173.550003,178.610001,1335400,178.610001
"TTWO",2022-01-04,177.929993,182.25,175.259995,181.899994,1242500,181.899994
"TTWO",2022-01-05,181.630005,181.630005,171.529999,171.850006,1701100,171.850006
"TTWO",2022-01-06,169.460007,172,164.369995,164.610001,1430300,164.610001
"TTWO",2022-01-07,162.789993,165.679993,161.600006,164.600006,941500,164.600006
"TTWO",2022-01-10,147.5,150.600006,138.190002,142.990005,9883100,142.990005
"TTWO",2022-01-11,141.289993,149.25,141.289993,148.419998,7451600,148.419998
"TTWO",2022-01-12,149.649994,157.669998,149.520004,156.059998,4328300,156.059998
"TTWO",2022-01-13,156.509995,156.589996,154.029999,154.830002,2860900,154.830002
"TTWO",2022-01-14,154.190002,154.460007,149.410004,152.580002,2748900,152.580002
"TTWO",2022-01-18,157.360001,160.850006,152.789993,154.039993,5849200,154.039993
"TTWO",2022-01-19,155.5,167.949997,155.199997,163.360001,4733800,163.360001
"TTWO",2022-01-20,164.589996,168.979996,163.350006,164.460007,2231700,164.460007
"TTWO",2022-01-21,164.460007,169.080002,163.5,164.759995,2760000,164.759995
"TTWO",2022-01-24,162.860001,165.190002,157.399994,164.990005,2750700,164.990005
"TTWO",2022-01-25,161.990005,164.869995,158.289993,158.389999,1455600,158.389999
"TTWO",2022-01-26,159.169998,160.25,156.559998,157.919998,2871400,157.919998
"TTWO",2022-01-27,158.800003,159.050003,155.059998,157.25,2368400,157.25
"TTWO",2022-01-28,158.539993,159.270004,154.259995,158.740005,3444700,158.740005
"TTWO",2022-01-31,160,169.990005,158.479996,163.339996,3401300,163.339996
"TTWO",2022-02-01,163.960007,164.270004,158.100006,160.25,1554800,160.25
"TTWO",2022-02-02,159.669998,165.970001,158.389999,165.050003,2078500,165.050003
"TTWO",2022-02-03,162.949997,165.860001,162.089996,163.020004,1602400,163.020004
"TTWO",2022-02-04,161.779999,175.639999,159.229996,175,5633200,175
"TTWO",2022-02-07,175,176.610001,173.570007,175.100006,3472500,175.100006
"TTWO",2022-02-08,169.949997,178.5,169.600006,172.199997,3850900,172.199997
"TTWO",2022-02-09,173.479996,173.619995,168.910004,172.339996,1692700,172.339996
"TTWO",2022-02-10,170.25,177.710007,169.479996,173.149994,1534500,173.149994
"TTWO",2022-02-11,173.419998,174.759995,170.699997,171.479996,1360500,171.479996
"TTWO",2022-02-14,171.789993,171.860001,167.009995,167.070007,1181900,167.070007
"TTWO",2022-02-15,167.710007,170.770004,167.339996,168.929993,1813400,168.929993
"TTWO",2022-02-16,168.25,168.25,162.940002,166.089996,2482900,166.089996
"TTWO",2022-02-17,165.259995,166.149994,161.880005,162.130005,1494400,162.130005
"TTWO",2022-02-18,162.330002,162.929993,158.350006,158.5,1591600,158.5
"TTWO",2022-02-22,157.570007,160.179993,157.539993,158.279999,1480900,158.279999
"TTWO",2022-02-23,158.940002,161.100006,157.660004,157.820007,1738200,157.820007
"TTWO",2022-02-24,154.550003,163.389999,153.970001,163.380005,1678300,163.380005
"TTWO",2022-02-25,165.240005,166.380005,161.139999,165.279999,1557900,165.279999
"TTWO",2022-02-28,163.529999,165.089996,160.869995,162,2114100,162
"TTWO",2022-03-01,163.350006,164,158,159.800003,1446900,159.800003
